web-scraper-order,web-scraper-start-url,Departments,Departments-href,Majors,Majors-href,Description
"1700729210-38","https://bigfuture.collegeboard.org/explore-careers/majors","Science, Technology, Engineering, and Math
															
													
													Programs in STEM include majors in 4 disciplines -- Science, Technology, Engineering, and Math.   The skills needed for each discipline overlap and studies in these fields provide students with a multidisciplinary skill set.","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math","Major: Aerospace Engineering","https://bigfuture.collegeboard.org/explore-careers/majors/science-technology-engineering-math/aerospace-engineering","Aerospace was first defined in 1958 to describe the air space surrounding Earth and beyond it. Engineers in this field design, develop, construct, and operate aircraft and aerospace equipment. Aerospace engineering is an exciting, innovative career where you’ll learn how to create innovative flight vehicles and satellites. Emerging technologies in this field are continuously on the horizon to enhance airfreight weight, improve fuel efficiency, and reduce pollution. 

What does a student majoring in Aerospace Engineering study? 

The courses you’ll take are interdisciplinary and multifaceted. As a student in this discipline, you must have a curious disposition. Having an interest and capacity to tackle complex challenges in creating and constructing aerospace vehicles is also integral in this field. Here are some courses you may encounter:

Aerospace Structure
	Aircraft Propulsion
	Calculus
	Physics
	Graphic Design
	Properties of Material
	Engineering Design
What can I do with an Aerospace Engineering degree?

As an aerospace engineer, you’ll be well positioned to use cutting-edge technology to create aircraft, spacecraft vehicles, and other aerospace equipment. Examples of venues where you’ll land work include government, corporations, the tech sector, and universities. The numerous career options in this field include, among others, the following:

Aerospace Engineers
	Environmental Engineering Technicians
	Mechanical Engineering Technicians
	Telecommunications Engineering Specialists
	Sales Engineers
Specializations for an Aerospace Engineering Major:

Aeronautical engineering (involves work associated with aircraft development)
	Astronautical engineering (involves work associated with spacecraft development)
What are the requirements for an Aerospace Engineering degree? 

Colleges or universities will outline the curricular requirements for graduation in this highly competitive degree. To give yourself a competitive edge in the aerospace industry, apply to internships, participate in research projects, join professional organizations, and build your network."
"1700729214-39","https://bigfuture.collegeboard.org/explore-careers/majors","Public and Social Services
															
													
													Programs in public and social services prepare student to analyze, manage and provide public programs and services.  Areas of focus include law/legal studies, public administration, social services, protective services and more.","https://bigfuture.collegeboard.org/explore-careers/majors/public-social-services","Major: Prelaw Studies","https://bigfuture.collegeboard.org/explore-careers/majors/public-social-services/pre-law-studies","In the movie The Paper Chase, law professor Kingsfield strikes terror into students' hearts. Like many law professors who use the Socratic method, named after the philosopher, Kingsfield asks questions rather than lecturing. And when students answer his questions poorly, he's not above insulting them. But over time viewers realize that Kingsfield's goal is to sharpen his students' ability to reason.

That’s a skill they'll need to succeed as lawyers -- and a skill that law schools look for in applicants. In fact it’s not any specific major that will get you into a top school; it’s sharp thinking, reading, and communication skills that make the difference.

Almost never offered as a major, a prelaw advising program will help you stay on track as you prepare for law school.

Did You Know?

Though many prelaw students choose majors like English or political science, you can major in anything from anthropology to zoology.

Are You Ready To...?

Visit the prelaw section on the website of the American Bar Association
	Join a prelaw chapter of Phi Alpha Delta
	Join an LSAT study group
	Intern with a law office or other legal organization
	Get involved in student government
	Earn top grades
	Take difficult courses
	Meet with a prelaw advisor
It Helps To Be...

A good communicator. You'll be more likely to get into law school if you are also an analytical thinker who enjoys problem solving.

College Checklist

What percentage of students get into the law school of their choice?
	Does the school offer prelaw advising?
	What groups, clubs, and workshops does the school offer for prelaw students?
	Will the school help you find a law office or legal rights organization to intern with?
“I was an English major in college, and I think that major -- or any that requires a great deal of careful reading and analytical writing -- is useful if not essential preparation for law school.” -- Sara, J.D. candidate, Columbia University

Course Spotlight

Because prelaw students can major in anything so long as they excel at it, there's no typical prelaw course. But whatever your major, you'll want to try to volunteer, work, or intern with a law firm or a legal-rights organization such as Amnesty International.

This is a golden opportunity to develop your skills and refine your interests. Of course, most activities are reserved for lawyers, but chances are you'll be able to conduct research, visit courtrooms, and ask lawyers for career advice at the water cooler."
"1700729219-40","https://bigfuture.collegeboard.org/explore-careers/majors","Multi-Interdisciplinary Studies
															
													
													Programs in the multi-interdisciplinary areas of study combine two or more programs together through a common theme and allow students to specialize their degree to their various interests.","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies","Major: Sports and Fitness Administration","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies/sports-fitness-administration","You loved going to sporting events as a kid. Or you have fond memories of competing as an athlete in high school. Or you enjoy sports but don’t envision yourself performing as an athlete professionally. Become a sports and fitness administrator!

Being a sports enthusiast is a valuable incentive to pursuing this career. You’ll also have the opportunity to learn about the human body. The other crucial part of this major requires learning the business side of sports and fitness. Whether you’re managing the sports and fitness program at a health facility, high school, or national team, you’ll be responsible for spearheading the administrative side of the business. Scheduling and marketing events, all while controlling costs, falls within the scope of your job. Your ultimate goal will be to create seamless events, plan fundraisers, oversee budgets, and manage staff. 

What does a student majoring in Sports and Fitness Administration study?

You’ll learn the foundational principles of business and law to effectively manage organizations such as fitness facilities, athletic programs, and rehabilitation centers. Here are some examples of courses covered in this major:

Introduction to Sports Management
	Accounting
	Human Biology
	Communications
	Marketing
	Calculus
	Business Planning
What can I do with a Sports and Fitness Administration degree?

You can work in sports and fitness on a national, international, or collegiate level. Opportunities also can be found working in youth sports, charitable organizations, country clubs, and health and medicine. The industries to work in are ample, and the skills you develop in management, organization, and administration will help you navigate your job. Here are some career avenues you can explore in this field:  

Adapted Physical Education Specialists
	Exercise Physiologists
	General and Operations Manager
	Agents and Business Managers of Artists, Performers, and Athletes
	Recreational Therapists
Specializations for a Sports and Fitness Administration Major: 

Entrepreneurship
	Event Planning
	Athlete Representation
	Electronic Sports and Gaming
	Sports Law
What are the requirements for a Sports and Fitness Administration degree? 

Your accredited institution will provide a guide for the coursework required to graduate. Explore minor degrees or certifications your college or university may offer to enhance your employability. Participate in an internship, seek real-life experiences working in sporting and fitness settings, and ask a faculty member about research assistant opportunities. With the right game plan in mind, your undergraduate years will position you to start a winning career."
"1700729221-41","https://bigfuture.collegeboard.org/explore-careers/majors","Multi-Interdisciplinary Studies
															
													
													Programs in the multi-interdisciplinary areas of study combine two or more programs together through a common theme and allow students to specialize their degree to their various interests.","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies","Major: General Studies","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies/general-studies","In a general studies major you’ll build a broad-based education. You won’t learn the skills you’ll need to do a certain job. Instead, you’ll learn how to think critically, communicate effectively, and pull together knowledge from many disciplines -- skills you’ll need to be successful in almost any career.

However, the general studies major is more than a collection of courses chosen at random from the course catalog. At some schools, general studies majors design their own program and pick courses that relate to a certain theme. In others, they follow a more structured curriculum set by the university, taking a certain number of credits in the arts, the sciences, and the social sciences.

Students of general studies programs take a multidisciplinary approach to education. Programs combine study of the arts, biological and physical sciences, social sciences, and the humanities.

Did You Know?

Popular majors, such as business, may restrict their upper-division courses to declared majors. As a general studies major, you may not be allowed to take these restricted courses.

Are You Ready To...?

Consider signing up for online courses and other alternatives to classroom learning
	Make connections between different subjects and disciplines
	Take part in class discussions
	Sharpen your oral communication and writing skills
	Do a lot of reading
	Work closely with advisors and professors to design your own program
It Helps To Be...

Self-motivated, passionate about learning, and open to trying new things.

College Checklist

Talk to a general studies advisor about the general studies program. Do students design their own program? What requirements will you have to meet?
	If you are designing your program, make sure that the courses you’d like to take will be available to you.
	Talk to other general studies majors and ask them about the programs they’ve created.
	Talk to professors about the program you’d like to design. Do they share your interests? Some general studies programs require you to have faculty sponsors. 
	How easy is it to transfer to other majors?
	What kinds of learning options are open to general studies majors? Are there evening and weekend classes? Correspondence and online classes? Credit by examination?
Did You Know?

Adult students, working students, and career changers often find that programs in general studies provide them with the flexibility they need in order to advance their education and careers.    

Course Spotlight

It may help you better understand the self-designed general studies major to look at a sample program. One general studies major developed a theme of ethnic minorities in American politics. Such a program would combine course work from many disciplines, including political science, American history, sociology, Chicano or Latino studies, Asian American studies, African American studies, and American Indian studies."
"1700729223-42","https://bigfuture.collegeboard.org/explore-careers/majors","Multi-Interdisciplinary Studies
															
													
													Programs in the multi-interdisciplinary areas of study combine two or more programs together through a common theme and allow students to specialize their degree to their various interests.","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies","Major: Exercise Science","https://bigfuture.collegeboard.org/explore-careers/majors/multi-interdisciplinary-studies/exercise-science","Do you get a rush from organized sports? Do you feel proud when you work out with teammates and help one another succeed? Is eating well and maintaining a healthy lifestyle a priority to you?

If so, maybe you should go for gold and study the field of exercise science. You’ll learn the science behind everything from jogging to low-carb diets.

Exercise science majors study the science of the human movement. They also learn how to help people live healthier lives through exercise, rehabilitation, and nutrition.

Did You Know?

The field of exercise science has its roots in the physical-culture movement of the 1800s. The goal was to improve the health of the working class through dance and sports.

Are You Ready To...?

Understand injury and illness prevention
	Examine how diet can affect the body
	Learn how to condition the body
	Research questions on nutrition and exercise
	Study everything about the human body, from bones and muscles to skin and tissue
It Helps To Be...

Interested in science, biology, and health. If you enjoy working out, playing sports, and taking care of your body, this could be the major for you.

College Checklist

How many professors are in the department? Make sure you’ll get the attention you deserve.
	Will the department help you find an internship?
	Will you have the chance to choose a concentration, such as sports management, athletic training, or kinesiology (the mechanics and anatomy of human movement)?
	What graduate degree programs and careers have recent grads chosen?
Did You Know?

Exercise science isn’t just about lifting weights. It’s also about helping people overcome their fears, cope with and prevent injuries, and live longer, happier lives.

Course Spotlight

Exercise science programs differ widely, but most will require that you take an introductory course in exercise physiology. Exercise physiology is the basic study of the movements and coordination of all the body's parts and systems, such as the bones and muscles. You’ll study such topics as the way we digest food, breathe, and move. You’ll also look at the biology of exercise."
"1700729228-43","https://bigfuture.collegeboard.org/explore-careers/majors","Health and Medicine
															
													
													Programs in health and medicine focus on the study, research, and knowledge of health principles as well as application of that knowledge to prevent, diagnose and care for humans and animals.","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine","Major: Pre-Medicine","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine/pre-medicine","If medical school is your holy grail, undergraduate programs are available to guide you on your quest for admission. But it’s not a major -- what you choose to major in is up to you.

Students often choose majors in chemistry or biology because they must take several classes in these fields. However, medical schools are also impressed by students with diverse interests. For example, if you have a passion for music, you may want to indulge it before concentrating on your medical studies. As long as you fulfill all of the prerequisite courses for med school, feel free to choose a non-science major.

Premedicine programs provide guidance to students as they prepare for medical school, osteopathic medical training, and podiatric medical training.

“Practicing medicine is an art, and it's not only being competent that's important, but being humanistic too.” Angela, M.D. candidate, University of Michigan

Are You Ready To...?

Join a campus club for future doctors
	Start an MCAT study group
	Spend lots of time -- on top of a full course load -- preparing for the Medical College Admissions Test (MCAT), a required element of the med school application
	Volunteer with a health organization -- maybe overseas
	Intern at a hospital or another medical facility
	Meet with an advisor to make sure you are doing everything necessary to prepare for medical school
	Get a well-rounded liberal arts education including math and science courses
It Helps To Be...

Self-motivated, confident, and compassionate. Acceptance into medical school is competitive, and you will spend many years studying and training to become a doctor. Along the way, the desire to heal and prevent disease must be a strong motivator.

College Checklist

Are academic advisors and career counselors actively involved in the program?
	Does the school offer challenging science courses?
	Are science labs well-equipped?
	Is there a hospital on or near campus where you can intern?
	What preprofessional clubs and student organizations can you join?
	Does the school provide any review courses or other MCAT preparation services?
Did You Know?

Many universities offer a seven-year program that combines undergraduate and medical studies and culminates in an M.D.

Course Spotlight

To get into med school, you’ll need to complete a full year of organic chemistry. In lecture and lab, you’ll study the building blocks of life: molecules of carbon, hydrogen, oxygen, and nitrogen.

Topics include molecular structure, bonding, and the synthesis -- or creation -- of simple compounds from complex ones. These classes tackle everything from carbohydrates to amino acids, and have many applications in pharmacology and other health-related areas."
"1700729230-44","https://bigfuture.collegeboard.org/explore-careers/majors","Health and Medicine
															
													
													Programs in health and medicine focus on the study, research, and knowledge of health principles as well as application of that knowledge to prevent, diagnose and care for humans and animals.","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine","Major: Pharmaceutical Sciences","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine/pharmaceutical-sciences","In the early 1940s, tuberculosis was still a killer with no effective treatment; hundreds of thousands died in 1942 alone. But that changed when Selman Waksman and his colleagues, working with soil, isolated streptomycin, a new type of antibiotic. Although it was later found that it takes a combination of drugs to cure tuberculosis, streptomycin was the first to fight the disease. Waksman earned a Nobel Prize for his work.

Such breakthroughs don’t happen every day. But if you’d like to be involved in the research, testing, and manufacture of new drugs, a pharmaceutical sciences major will give you the knowledge and skills you need. Who knows? Maybe you’ll be on another history-making team.

Pharmaceutical sciences majors apply chemistry, biology, and related sciences to the study of drugs. After graduation, they go to graduate school in pursuit of higher-level research positions or take jobs in pharmaceutical research, administration, marketing, sales, or regulatory affairs. This major does not prepare students to work as pharmacists.

Did You Know?

Many drugs are still created from natural sources, such as plants and minerals. For example, the purple foxglove flower contains digitalin, a powerful compound used in many heart medications.

Are You Ready To...?

Serve an internship with a drug manufacturer, government agency, or university
	Study pharmaceutical law
	Test drugs for stability
	Learn how drugs are designed and made
	Assist professors in the lab
	Take your science studies to the next level
It Helps To Be...

Fascinated with science and patient with details: research is a painstaking process.

College Checklist

Are campus labs state-of-the-art?
	Will you have the opportunity to conduct cutting-edge, faculty-mentored research?
	Will you have the chance to complete an internship in the drug industry?
Did You Know?

Tens of thousands of new drugs are tested in the United States each year, but fewer than one hundred typically make it out the door.

Course Spotlight

Why are some drugs absorbed by the body more quickly than others? How are dosages determined? And what role does packaging play in keeping drugs potent? These are some of the questions you’ll confront in pharmaceutics, where you’ll apply your knowledge of chemistry, physics, and math to the study of drugs. Expect to take several exams covering all you learn during classroom lectures and in the lab."
"1700729233-45","https://bigfuture.collegeboard.org/explore-careers/majors","Health and Medicine
															
													
													Programs in health and medicine focus on the study, research, and knowledge of health principles as well as application of that knowledge to prevent, diagnose and care for humans and animals.","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine","Major: Nursing (RN)","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine/nursing","During an at-home health visit, a 70-year-old man’s medications are reviewed for possible adverse drug-drug interactions by a healthcare provider (HCP). The provider informs the patient’s adult child that a rug in the home’s hallway is a fall risk. After further evaluation of the home, the HCP recommends a transfer bench, nonskid shower mat, and safety grab bar as safety precautions in the bathroom.

The HCP in this scenario is a nurse. The scope of nursing is multifaceted. The path you choose in nursing may lead you into the hospital setting or beyond it. Some patients require a home evaluation after being discharged from the hospital. Discharge planners who are nurses, as well as other HCPs, perform this type of care. 

Nurses are an essential part of healthcare teams because they juggle many aspects of the patient’s medical care. These include administering medications, monitoring vital signs, and maintaining up-to-date medical records. 

What does a student majoring in Nursing study? 

You’ll learn the ins and outs of how the human body works, what causes people’s health to go awry, and which medical treatments and interventions help. Medical terms and abbreviations are unique and must be learned: NPO means nothing by mouth; qid means four times a day. Understanding medical terminology means you’ll need to learn the Latin and Greek derivations of terms used in clinical settings. Cyanosis is bluish discoloration: cyan (Greek root for blue) and osis (suffix meaning condition).

These are some courses included in Nursing programs: 

Anatomy and Physiology
	Ethics
	Nutrition and Health
	Introduction to Sociology
	Introduction to Psychology
	Statistics
	Pharmacology
What can I do with a Nursing degree?

Advancing your career as a nurse may require pursuing a master’s or doctoral degree in nursing. Other training may require specialized certifications. For example, nurses who choose to work in critical care must be certified by the American Association of Critical-Care Nurses (AANC). As a nurse, you can choose to work with patients throughout your career or pursue a non-patient-facing career path. Here are some career options:

Critical Care Nurses
	Health Informatics Specialists
	Medical and Health Services Managers
	Recreational Therapists
	Registered Nurses
Specializations for a Nursing Major: 

Chief Nursing Officer
	Dialysis Nurse
	Legal Nurse Consultant
	Forensic Nurse
	Nursing Informatics
	Nurse Practitioner
	Nurse Educator
	Travel Nurse
What are the requirements for a Nursing degree? 

Prerequisite and specialized courses are required to obtain a nursing degree. Each accredited institution will ensure that nursing students receive adequate hands-on clinical care training. These courses and clinical experience will prepare you to care for medical patients and navigate any concerns of their family members. You’ll be required to pass the national licensing examination (NCLEX-RN) to become a registered nurse in the state where you plan to practice."
"1700729235-46","https://bigfuture.collegeboard.org/explore-careers/majors","Health and Medicine
															
													
													Programs in health and medicine focus on the study, research, and knowledge of health principles as well as application of that knowledge to prevent, diagnose and care for humans and animals.","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine","Major: Dental Hygiene","https://bigfuture.collegeboard.org/explore-careers/majors/health-medicine/dental-hygiene","Thanks to new technology, dental checkups are getting easier all the time. Some dentists even treat cavities with ""smart fillings,"" which contain fluoride that releases over time to protect the tooth from further decay. 

With or without smart fillings, people need all the help they can get caring for their mouths. If you study dental hygiene, you'll learn how to care for teeth and gums and how to educate others about oral hygiene.

As a dental hygiene major, you’ll train to treat decay, diseases, and injuries of the mouth. You’ll also learn how to teach patients to care for their own teeth and gums.

Did You Know?

It may take you more than two years to complete an associate’s degree due to the prerequisites for this major.

Are You Ready To...?

Intern in community dental offices
	Teach dental hygiene to schoolchildren
	Develop communication and people skills in psychology, speech, and sociology
	Practice dental techniques on models in your first year and on patients in your second year
It Helps To Be...

Attentive to detail, good with your hands, and interested in the health of all sorts of people. And, of course, you'll need to be comfortable working in people's mouths.

College Checklist

Is the program accredited by the American Dental Association? If not, you won't be able to test for your state license.
	What courses are required for admission?
	If the program awards an associate’s degree, will you be able to transfer your credits to a four-year program if you decide to pursue a bachelor’s degree?
	Is there a dental school or clinic on campus or nearby?
Did You Know?

Older people aren’t really long in the tooth, because our teeth don’t grow as we age. It only looks that way because many older people suffer from gum disease, where the gums pull away from teeth.

Course Spotlight

You’ll begin your studies by taking anatomy, physiology, and pathology. In these classes, you’ll learn how the human body works. You'll study the relationship between diseases of the mouth and the rest of the body.

And you’ll learn about the importance of prevention in dental health care. For example, you’ll study how nutrition affects overall health, particularly dental health. These courses will be the foundation of your education, preparing you to train on real patients in clinical settings."
"1700729239-47","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: Real Estate","https://bigfuture.collegeboard.org/explore-careers/majors/business/real-estate","When you and your friends have game night, do you always want to play Monopoly? And once you’ve snatched up Park Place and Broadway, are you the type of player who will wheel and deal until you’ve built hotels everywhere? If so, you may want to study real estate.

Real estate professionals are the masters of buying and building property all over the world. These business people know how to make investments pay off, and once you graduate you’ll be ready to join them.

Real estate majors learn how to develop, appraise, purchase, and sell land, houses, and buildings.

“It's tangible, it's solid, it's beautiful. It's artistic, from my standpoint, and I just love real estate.”Donald Trump, Real Estate Mogul

Are You Ready To...?

Learn how to close deals
	Understand international real estate markets and economies
	Study both business and residential real estate
	Practice putting a value on property
It Helps To Be...

A persuasive team player who’s good with numbers. You’ll also need to follow through on a project and seal the deal. This is a great major if you like to make decisions and build things. 

College Checklist

Is the school of business accredited by the Association to Advance Collegiate Schools of Business?
	Are there classes that will help you pass your state’s licensing exams for real estate agents and brokers?
	What is the reputation of the program in the real estate community?
	Does the program focus more on commercial or residential real estate?
	What are the faculty’s accomplishments? Have they had successful real estate careers?
	Will you have access to top-notch computer programs and equipment?
	Are there opportunities to work with professors and the real estate community?
Did You Know?

The real estate developer James Wilson Rouse received the Presidential Medal of Freedom for his work, which included efforts to renew urban areas and provide affordable housing for the poor.

Course Spotlight

Nearly all real estate programs will include a course in real estate law. That’s because law is the backbone of real estate. If you become a real estate agent, you’ll need to draw up contracts and know the rights of buyers and sellers. By the time you finish the semester, you should know the basics of everything from escrow to foreclosure."
"1700729242-48","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: Marketing","https://bigfuture.collegeboard.org/explore-careers/majors/business/marketing","When Barbie first came onto the scene in 1958, she was unique. Unlike the other dolls on store shelves, Barbie was no child. And playing with her, young girls for generations have acted out visions of their future. Barbie is more than just a plastic doll; she's a fantasy.

As Barbie shows, when people make a purchase, they buy more than a product or service. They also buy something that's harder to put your finger on. Marketing majors learn how to discover the special something that people want and how to convince them that their product has it.

Marketing majors learn how to create and sell new products and services in ways that will build a large and loyal group of customers.

“Marketing is a dynamic field that combines both creative ability and analytical skills.” Debbie Thorne McAlister, Chair, Department of Marketing, Texas State University, San Marcos

Are You Ready To...?

Complete an internship
	Join a campus chapter of the American Marketing Association
	Research shopping habits in another country
	Pretend you have a new product to sell and research the real-life competitors
	Learn why consumers buy the things they do
	Study past advertising campaigns to see why they succeeded -- or failed
	Understand how products are priced
	Learn how to decide if a product will sell well
It Helps To Be...

A good leader and a team player who understands people and has strong writing and speaking skills.

College Checklist

Is the school of business accredited by the Association to Advance Collegiate Schools of Business?
	How many professors are in the department? Make sure you’ll get the attention you deserve.
	What internships will you be able to choose from?
	Does the school have a campus chapter of Pi Sigma Epsilon, a coed marketing fraternity?
	Which employers interview marketing majors through on-campus career services?
	What are recent grads doing now?
Did You Know?

The “four Ps” of marketing are product, price, promotion, and place.

Course Spotlight

Some marketing programs require that you build a portfolio. A portfolio is a detailed collection of your school projects and experiences. In addition to a resume and cover letter, you can include everything from mock business plans to mock advertising campaigns. Your portfolio will show future employers that you’re ready for real-life marketing responsibilities."
"1700729244-49","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: International Business","https://bigfuture.collegeboard.org/explore-careers/majors/business/international-business","Do you want to travel and explore other countries? Are you fascinated by foreign cultures? Maybe you’ve got an idea for a T-shirt that would sell great in China. Or maybe you know of a Swedish recipe that restaurant diners in your hometown would gobble up.

Thinking globally -- and understanding how to bring different cultures together -- is the first step in understanding international business.

International business majors learn how to think globally about the business world. They also learn how to manage multinational businesses and turn local and national companies into international success stories.

“It is exciting to see a student … discover that, contrary to her prior beliefs, the United States is not the center of the universe.”Ann-Mary Kapusta, Associate Dean, McDonough School of Business, Georgetown University

Are You Ready To...?

Write business plans that describe your business ideas in detail
	Be sensitive to cultural differences
	Learn how to sell products around the world
	Study other cultures
	Pick up a second language
	Research competitors
	Understand international economics
It Helps To Be...

Creative, flexible, and interested in traveling and learning about other cultures. It also helps to be good with numbers, confident, and a clear communicator.

College Checklist

Will you be required to learn a second language?
	Are there internship opportunities with an international focus? In other countries?
	How many professors are in the department? Make sure you’ll get the attention you deserve.
	What have the professors achieved in the business world?
	What career paths have recent grads taken?
	Will you have the chance to study abroad?
	Is the school of business accredited by the Association to Advance Collegiate Schools of Business?
Did You Know?

Your first job out of college probably won’t be in Paris or Australia. Those jobs come with experience and success.

Course Spotlight

Whether you hope to head up the Tokyo office of a multinational company or sell restaurant supplies to Italians, you’ll need to know the local tongue. Language study comes in all shapes and sizes, including semester-long courses, intensive courses (the express route to language skills), and study abroad. 

Living in another country is a great way to learn not only the language, but the culture. And understanding cultural differences is all important in international business."
"1700729246-50","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: Finance","https://bigfuture.collegeboard.org/explore-careers/majors/business/finance","The field of finance is largely about helping businesses and other organizations make money. But there's more to that task than meets the eye. As a finance major, you'll learn how to plan for the long term. It’s not enough for a company to be ahead of the pack today -- it has to be successful five, ten, even twenty years down the line.

Managing finances with the future in mind means answering tough questions like these: Can we afford to give employees a raise? Can we spend less on raw materials this year? Is it better to rent or buy office space?

Finance majors learn how to make financial decisions for organizations. Course work covers such topics as planning, raising funds, making wise investments, and controlling costs.

“I like to think of this field as ‘advanced common sense.’”Stephen J. Brown, David S. Loeb Professor of Finance, Stern School of Business, NYU

Are You Ready To...?

Possibly choose a specialization, such as investment analysis, corporate finance, or real estate
	Practice making investment decisions
	Understand the economy and the stock market
	Work with complex computer programs
	Learn how to create and manage a budget
It Helps To Be...

Good with numbers, a great communicator, a creative problem solver, and a team player. You should also enjoy research.

College Checklist

Is the program accredited by the Association to Advance Collegiate Schools of Business?
	How many professors are in the department? Make sure you’ll get the attention you need.
	Will you learn more about the financial management of corporations and organizations or about investments and financial services?
	What have the professors accomplished outside the university?
	Will the department help you find internships?
Did You Know?

Even though the finance major deals with money, it’s not a guarantee of wealth and fortune.

Course Spotlight

You’ll probably take your first finance class as a sophomore. Expect a large lecture course that introduces you to many topics, including budgets, stocks and bonds, and interest rates. You’ll also learn about the time value of money, the idea that ten dollars in your pocket today is worth more than ten dollars in the future. Why? You’ll find out in class. 

In addition to listening to lectures and reading your textbook, you may read and discuss financial publications like the Wall Street Journal, Fortune, and BusinessWeek."
"1700729248-51","https://bigfuture.collegeboard.org/explore-careers/majors","Business
															
													
													Programs in business involve teaching students the skills and operations of the business industry.  They include studies in a varied of areas including accountancy, finance, marketing, human resources, economics and more.","https://bigfuture.collegeboard.org/explore-careers/majors/business","Major: Fashion Merchandising","https://bigfuture.collegeboard.org/explore-careers/majors/business/fashion-merchandising","Do you like to spend your Saturdays sifting through flea markets for the latest retro fashions? Do your friends always want to borrow your chic shoes and your funky accessories? If so, maybe you should take a walk down the fashion runway. As a student in fashion merchandising, you’ll learn about fabrics and textiles. You’ll also get to study the cultures and subcultures that shape the way people dress.

The result? You’ll graduate as a savvy business professional with your finger on the pulse of the fashion world.

Students in fashion merchandising learn how to manufacture, buy, promote, and sell fashion items, from clothing and jewelry to cosmetics and furniture. They also learn about textiles (fabrics and the fibers used to make them).

“The glitz at fashion shows and on the pages of the fashion magazines is the culmination of many creative and analytical activities, market research, and hard work.”Patricia (Tracy) Rigia, Director, Fashion Merchandising Division, School of Business, University of Bridgeport

Are You Ready To...?

Seek out the latest trends
	Keep tabs on the fashion world
	Master accounting skills
	Examine different cultures
	Study the history of fashion
	Learn about fabrics and textiles
It Helps To Be...

Interested in fashion, clothing, fabrics, and accessories. It also helps to be a creative thinker who has an eye for color and design, likes to shop, and enjoys working on long, detailed projects. Strong math skills are also key.

College Checklist

Is the school of business accredited by the Association to Advance Collegiate Schools of Business?
	Are the professors accomplished in the world of fashion merchandising? What have they done, and where have they worked?
	Will you have access to libraries and computer labs to conduct research?
	Does the school have a career center?
	Will the school help you find an internship in fashion merchandising?
Did You Know?

Women didn’t start wearing jeans until the 1950s.

Course Spotlight

Many core courses in fashion merchandising are hands-on and include a great deal of project work. Professors tend to rely more on their life experiences than on textbooks. 

Expect to take a lot of field trips and listen to many guest speakers. You may visit a fashion magazine or large clothing company. You might even swing by a fashion show or two."
